2024-12-08 23:16:45.506 | INFO     | __main__:run_server:295 - Starting MCP server basic-memory with database sqlite+aiosqlite:///./projects/basic-memory.db
2024-12-08 23:52:04.007 | DEBUG    | basic_memory.repository:create:71 - Filtered data for valid columns: {'from_id': '20241209-service_launch_milestone', 'to_id': '20241209-basic_memory', 'relation_type': 'milestone_of', 'context': None, 'created_at': datetime.datetime(2024, 12, 9, 5, 52, 4, 7494, tzinfo=datetime.timezone.utc)}
2024-12-08 23:52:04.019 | DEBUG    | basic_memory.repository:create:77 - Created Relation: 1
2024-12-08 23:52:04.019 | DEBUG    | basic_memory.services.memory_service:create_relations:111 - Created relation in DB: 1
2024-12-08 23:52:04.019 | DEBUG    | basic_memory.services.memory_service:create_relations:116 - Successfully created 1 relations
2024-12-08 23:52:04.019 | DEBUG    | __main__:handle_create_relations:147 - Created 1 relations
2024-12-08 23:52:04.019 | DEBUG    | __main__:create_response:51 - Creating MCP response from CreateRelationsResponse
2024-12-08 23:52:04.020 | DEBUG    | __main__:create_response:60 - Created response: type='resource' resource=TextResourceContents(uri=AnyUrl('basic-memory://response'), mimeType='application/vnd.basic-memory+json', text='{"relations":[{"id":1,"from_id":"20241209-service_launch_milestone","to_id":"20241209-basic_memory","relation_type":"milestone_of","context":null}]}')
2024-12-08 23:52:04.020 | DEBUG    | __main__:handle_call_tool:269 - Tool create_relations completed successfully
2024-12-08 23:54:12.785 | DEBUG    | __main__:handle_call_tool:260 - Handling tool call: add_observations with args: {'observations': [{'entityName': '20241209-service_launch_milestone', 'contents': ['Initial version completed late at night on December 8, 2024, demonstrating successful sync between SQLite and markdown files']}]}
2024-12-08 23:54:12.791 | DEBUG    | basic_memory.repository:__init__:21 - Initialized EntityRepository for Entity
2024-12-08 23:54:12.791 | DEBUG    | basic_memory.repository:__init__:22 - Valid columns: ['id', 'name', 'entity_type', 'description', 'references', 'created_at', 'updated_at']
2024-12-08 23:54:12.791 | DEBUG    | basic_memory.repository.entity_repository:__init__:17 - Initialized EntityRepository
2024-12-08 23:54:12.791 | DEBUG    | basic_memory.repository:__init__:21 - Initialized ObservationRepository for Observation
2024-12-08 23:54:12.791 | DEBUG    | basic_memory.repository:__init__:22 - Valid columns: ['id', 'entity_id', 'content', 'created_at', 'context']
2024-12-08 23:54:12.791 | DEBUG    | basic_memory.repository:__init__:21 - Initialized RelationRepository for Relation
2024-12-08 23:54:12.792 | DEBUG    | basic_memory.repository:__init__:22 - Valid columns: ['id', 'from_id', 'to_id', 'relation_type', 'created_at', 'context']
2024-12-08 23:54:12.792 | DEBUG    | basic_memory.services.entity_service:__init__:23 - Initialized EntityService with path: /Users/phernandez/.basic-memory/projects/default
2024-12-08 23:54:12.792 | DEBUG    | basic_memory.services.memory_service:__init__:30 - Initialized MemoryService with path: /Users/phernandez/.basic-memory/projects/default
2024-12-08 23:54:12.792 | DEBUG    | __main__:handle_add_observations:119 - Adding observations: {'observations': [{'entityName': '20241209-service_launch_milestone', 'contents': ['Initial version completed late at night on December 8, 2024, demonstrating successful sync between SQLite and markdown files']}]}
2024-12-08 23:54:12.792 | ERROR    | __main__:handle_call_tool:273 - Invalid parameters for add_observations: 2 validation errors for AddObservationsInput
entityId
  Field required [type=missing, input_value={'observations': [{'entit... and markdown files']}]}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.10/v/missing
observations.0.content
  Field required [type=missing, input_value={'entityName': '20241209-...te and markdown files']}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.10/v/missing
2024-12-08 23:54:48.573 | DEBUG    | __main__:handle_call_tool:260 - Handling tool call: add_observations with args: {'entityId': '20241209-service_launch_milestone', 'observations': [{'content': 'Initial version completed late at night on December 8, 2024, demonstrating successful sync between SQLite and markdown files'}]}
2024-12-08 23:54:48.577 | DEBUG    | basic_memory.repository:__init__:21 - Initialized EntityRepository for Entity
2024-12-08 23:54:48.577 | DEBUG    | basic_memory.repository:__init__:22 - Valid columns: ['id', 'name', 'entity_type', 'description', 'references', 'created_at', 'updated_at']
2024-12-08 23:54:48.577 | DEBUG    | basic_memory.repository.entity_repository:__init__:17 - Initialized EntityRepository
2024-12-08 23:54:48.577 | DEBUG    | basic_memory.repository:__init__:21 - Initialized ObservationRepository for Observation
2024-12-08 23:54:48.577 | DEBUG    | basic_memory.repository:__init__:22 - Valid columns: ['id', 'entity_id', 'content', 'created_at', 'context']
2024-12-08 23:54:48.577 | DEBUG    | basic_memory.repository:__init__:21 - Initialized RelationRepository for Relation
2024-12-08 23:54:48.577 | DEBUG    | basic_memory.repository:__init__:22 - Valid columns: ['id', 'from_id', 'to_id', 'relation_type', 'created_at', 'context']
2024-12-08 23:54:48.577 | DEBUG    | basic_memory.services.entity_service:__init__:23 - Initialized EntityService with path: /Users/phernandez/.basic-memory/projects/default
2024-12-08 23:54:48.577 | DEBUG    | basic_memory.services.memory_service:__init__:30 - Initialized MemoryService with path: /Users/phernandez/.basic-memory/projects/default
2024-12-08 23:54:48.577 | DEBUG    | __main__:handle_add_observations:119 - Adding observations: {'entityId': '20241209-service_launch_milestone', 'observations': [{'content': 'Initial version completed late at night on December 8, 2024, demonstrating successful sync between SQLite and markdown files'}]}
2024-12-08 23:54:48.577 | DEBUG    | __main__:handle_add_observations:121 - Adding 1 observations to entity 20241209-service_launch_milestone
2024-12-08 23:54:48.577 | DEBUG    | basic_memory.services.memory_service:add_observations:121 - Adding observations to entity: 20241209-service_launch_milestone
2024-12-08 23:54:48.577 | DEBUG    | basic_memory.services.entity_service:get_entity:65 - Getting entity by ID: 20241209-service_launch_milestone
2024-12-08 23:54:48.577 | DEBUG    | basic_memory.repository.entity_repository:find_by_id:21 - Finding entity by ID: 20241209-service_launch_milestone
2024-12-08 23:54:48.582 | DEBUG    | basic_memory.repository.entity_repository:find_by_id:28 - Found base entity: 20241209-service_launch_milestone
2024-12-08 23:54:48.582 | DEBUG    | basic_memory.repository:refresh:26 - Refreshing Entity instance: 20241209-service_launch_milestone
2024-12-08 23:54:48.584 | DEBUG    | basic_memory.repository:refresh:29 - Refreshed relationships: ['observations', 'outgoing_relations', 'incoming_relations']
2024-12-08 23:54:48.584 | DEBUG    | basic_memory.repository.entity_repository:find_by_id:32 - Refreshed entity relationships: 20241209-service_launch_milestone
2024-12-08 23:54:48.584 | DEBUG    | basic_memory.services.entity_service:get_entity:72 - Found entity: 20241209-service_launch_milestone
2024-12-08 23:54:48.584 | DEBUG    | basic_memory.services.memory_service:add_observations:125 - Found entity in DB: 20241209-service_launch_milestone
2024-12-08 23:54:48.585 | DEBUG    | basic_memory.services.memory_service:add_observations:129 - Read entity from filesystem: 20241209-service_launch_milestone
2024-12-08 23:54:48.585 | DEBUG    | basic_memory.services.memory_service:add_observations:134 - Added 1 observations to entity
2024-12-08 23:54:48.585 | DEBUG    | basic_memory.services.memory_service:add_observations:137 - Writing updated entity file
2024-12-08 23:54:48.586 | DEBUG    | basic_memory.services.memory_service:add_observations:139 - Wrote updated entity file
2024-12-08 23:54:48.586 | DEBUG    | basic_memory.repository:create:68 - Creating Observation with data: {'entity_id': '20241209-service_launch_milestone', 'content': 'Initial version completed late at night on December 8, 2024, demonstrating successful sync between SQLite and markdown files', 'context': None, 'created_at': datetime.datetime(2024, 12, 9, 5, 54, 48, 586196, tzinfo=datetime.timezone.utc)}
2024-12-08 23:54:48.586 | DEBUG    | basic_memory.repository:create:71 - Filtered data for valid columns: {'entity_id': '20241209-service_launch_milestone', 'content': 'Initial version completed late at night on December 8, 2024, demonstrating successful sync between SQLite and markdown files', 'context': None, 'created_at': datetime.datetime(2024, 12, 9, 5, 54, 48, 586196, tzinfo=datetime.timezone.utc)}
2024-12-08 23:54:48.587 | DEBUG    | basic_memory.repository:create:77 - Created Observation: 12
2024-12-08 23:54:48.589 | DEBUG    | basic_memory.services.memory_service:add_observations:143 - Added 1 observations to DB
2024-12-08 23:54:48.589 | DEBUG    | basic_memory.services.entity_service:get_entity:65 - Getting entity by ID: 20241209-service_launch_milestone
2024-12-08 23:54:48.589 | DEBUG    | basic_memory.repository.entity_repository:find_by_id:21 - Finding entity by ID: 20241209-service_launch_milestone
2024-12-08 23:54:48.590 | DEBUG    | basic_memory.repository.entity_repository:find_by_id:28 - Found base entity: 20241209-service_launch_milestone
2024-12-08 23:54:48.590 | DEBUG    | basic_memory.repository:refresh:26 - Refreshing Entity instance: 20241209-service_launch_milestone
2024-12-08 23:54:48.591 | DEBUG    | basic_memory.repository:refresh:29 - Refreshed relationships: ['observations', 'outgoing_relations', 'incoming_relations']
2024-12-08 23:54:48.592 | DEBUG    | basic_memory.repository.entity_repository:find_by_id:32 - Refreshed entity relationships: 20241209-service_launch_milestone
2024-12-08 23:54:48.592 | DEBUG    | basic_memory.services.entity_service:get_entity:72 - Found entity: 20241209-service_launch_milestone
2024-12-08 23:54:48.592 | DEBUG    | __main__:handle_add_observations:125 - Added 1 observations
2024-12-08 23:54:48.592 | DEBUG    | __main__:create_response:51 - Creating MCP response from AddObservationsResponse
2024-12-08 23:54:48.592 | DEBUG    | __main__:create_response:60 - Created response: type='resource' resource=TextResourceContents(uri=AnyUrl('basic-memory://response'), mimeType='application/vnd.basic-memory+json', text='{"entity_id":"20241209-service_launch_milestone","added_observations":[{"content":"Initial version completed late at night on December 8, 2024, demonstrating successful sync between SQLite and markdown files","context":null,"id":12}]}')
2024-12-08 23:54:48.592 | DEBUG    | __main__:handle_call_tool:269 - Tool add_observations completed successfully
2024-12-09 14:10:23.748 | DEBUG    | __main__:handle_call_tool:260 - Handling tool call: create_entities with args: {'entities': [{'name': 'Two_Way_Sync_Design', 'entityType': 'Design', 'observations': [{'content': 'Core challenge: Keep markdown files and SQLite index in sync with bi-directional edits'}, {'content': 'Potential approaches: continuous file watching vs check-on-access pattern'}, {'content': "Need to respect 'filesystem is source of truth' principle while maintaining performant index"}, {'content': 'Consider write-through pattern: tools must write files before updating DB'}, {'content': 'File modification times could provide efficient change detection'}, {'content': 'Could implement optimistic locking using file timestamps'}, {'content': 'Index rebuild should be incremental when possible'}, {'content': 'Need to consider concurrent edit scenarios between tools and manual edits'}]}]}
2024-12-09 14:10:23.765 | DEBUG    | basic_memory.repository:__init__:21 - Initialized EntityRepository for Entity
2024-12-09 14:10:23.766 | DEBUG    | basic_memory.repository:__init__:22 - Valid columns: ['id', 'name', 'entity_type', 'description', 'references', 'created_at', 'updated_at']
2024-12-09 14:10:23.766 | DEBUG    | basic_memory.repository.entity_repository:__init__:17 - Initialized EntityRepository
2024-12-09 14:10:23.766 | DEBUG    | basic_memory.repository:__init__:21 - Initialized ObservationRepository for Observation
2024-12-09 14:10:23.766 | DEBUG    | basic_memory.repository:__init__:22 - Valid columns: ['id', 'entity_id', 'content', 'created_at', 'context']
2024-12-09 14:10:23.766 | DEBUG    | basic_memory.repository:__init__:21 - Initialized RelationRepository for Relation
2024-12-09 14:10:23.766 | DEBUG    | basic_memory.repository:__init__:22 - Valid columns: ['id', 'from_id', 'to_id', 'relation_type', 'created_at', 'context']
2024-12-09 14:10:23.766 | DEBUG    | basic_memory.services.entity_service:__init__:23 - Initialized EntityService with path: /Users/phernandez/.basic-memory/projects/default
2024-12-09 14:10:23.766 | DEBUG    | basic_memory.services.memory_service:__init__:30 - Initialized MemoryService with path: /Users/phernandez/.basic-memory/projects/default
2024-12-09 14:10:23.766 | DEBUG    | __main__:handle_create_entities:70 - Creating entities with args: {'entities': [{'name': 'Two_Way_Sync_Design', 'entityType': 'Design', 'observations': [{'content': 'Core challenge: Keep markdown files and SQLite index in sync with bi-directional edits'}, {'content': 'Potential approaches: continuous file watching vs check-on-access pattern'}, {'content': "Need to respect 'filesystem is source of truth' principle while maintaining performant index"}, {'content': 'Consider write-through pattern: tools must write files before updating DB'}, {'content': 'File modification times could provide efficient change detection'}, {'content': 'Could implement optimistic locking using file timestamps'}, {'content': 'Index rebuild should be incremental when possible'}, {'content': 'Need to consider concurrent edit scenarios between tools and manual edits'}]}]}
2024-12-09 14:10:23.766 | DEBUG    | __main__:handle_create_entities:72 - Validated input: 1 entities
2024-12-09 14:10:23.766 | DEBUG    | basic_memory.services.memory_service:create_entities:34 - Creating 1 entities
2024-12-09 14:10:23.766 | DEBUG    | basic_memory.services.memory_service:create_entities:43 - Starting parallel file writes
2024-12-09 14:10:23.766 | DEBUG    | basic_memory.services.memory_service:write_file:38 - Writing entity file for 20241209-two_way_sync_design
2024-12-09 14:10:23.767 | DEBUG    | basic_memory.services.memory_service:write_file:40 - Wrote entity file: /Users/phernandez/.basic-memory/projects/default/entities/20241209-two_way_sync_design.md
2024-12-09 14:10:23.767 | DEBUG    | basic_memory.services.memory_service:create_entities:45 - Completed all file writes
2024-12-09 14:10:23.767 | DEBUG    | basic_memory.services.memory_service:create_entities:72 - Starting DB updates
2024-12-09 14:10:23.767 | DEBUG    | basic_memory.services.memory_service:create_entity_in_db:48 - Creating entity in DB: 20241209-two_way_sync_design
2024-12-09 14:10:23.767 | DEBUG    | basic_memory.services.entity_service:create_entity:41 - Creating entity in DB: 20241209-two_way_sync_design
2024-12-09 14:10:23.768 | DEBUG    | basic_memory.services.entity_service:create_entity:50 - Base entity data: {'id': '20241209-two_way_sync_design', 'name': 'Two_Way_Sync_Design', 'entity_type': 'Design', 'created_at': datetime.datetime(2024, 12, 9, 20, 10, 23, 768011, tzinfo=datetime.timezone.utc)}
2024-12-09 14:10:23.768 | DEBUG    | basic_memory.repository:create:68 - Creating Entity with data: {'id': '20241209-two_way_sync_design', 'name': 'Two_Way_Sync_Design', 'entity_type': 'Design', 'created_at': datetime.datetime(2024, 12, 9, 20, 10, 23, 768011, tzinfo=datetime.timezone.utc)}
2024-12-09 14:10:23.768 | DEBUG    | basic_memory.repository:create:71 - Filtered data for valid columns: {'id': '20241209-two_way_sync_design', 'name': 'Two_Way_Sync_Design', 'entity_type': 'Design', 'created_at': datetime.datetime(2024, 12, 9, 20, 10, 23, 768011, tzinfo=datetime.timezone.utc)}
2024-12-09 14:10:23.771 | DEBUG    | basic_memory.repository:create:77 - Created Entity: 20241209-two_way_sync_design
2024-12-09 14:10:23.771 | DEBUG    | basic_memory.services.entity_service:create_entity:53 - Created base entity: 20241209-two_way_sync_design
2024-12-09 14:10:23.771 | DEBUG    | basic_memory.repository:refresh:26 - Refreshing Entity instance: 20241209-two_way_sync_design
2024-12-09 14:10:23.777 | DEBUG    | basic_memory.repository:refresh:29 - Refreshed relationships: ['observations', 'outgoing_relations', 'incoming_relations']
2024-12-09 14:10:23.777 | DEBUG    | basic_memory.services.entity_service:create_entity:56 - Refreshed entity relationships: 20241209-two_way_sync_design
2024-12-09 14:10:23.777 | DEBUG    | basic_memory.services.memory_service:create_entity_in_db:52 - Created base entity: 20241209-two_way_sync_design
2024-12-09 14:10:23.777 | DEBUG    | basic_memory.repository:create:68 - Creating Observation with data: {'entity_id': '20241209-two_way_sync_design', 'content': 'Core challenge: Keep markdown files and SQLite index in sync with bi-directional edits', 'context': None, 'created_at': datetime.datetime(2024, 12, 9, 20, 10, 23, 777462, tzinfo=datetime.timezone.utc)}
2024-12-09 14:10:23.777 | DEBUG    | basic_memory.repository:create:71 - Filtered data for valid columns: {'entity_id': '20241209-two_way_sync_design', 'content': 'Core challenge: Keep markdown files and SQLite index in sync with bi-directional edits', 'context': None, 'created_at': datetime.datetime(2024, 12, 9, 20, 10, 23, 777462, tzinfo=datetime.timezone.utc)}
2024-12-09 14:10:23.778 | DEBUG    | basic_memory.repository:create:77 - Created Observation: 13
2024-12-09 14:10:23.779 | DEBUG    | basic_memory.repository:create:68 - Creating Observation with data: {'entity_id': '20241209-two_way_sync_design', 'content': 'Potential approaches: continuous file watching vs check-on-access pattern', 'context': None, 'created_at': datetime.datetime(2024, 12, 9, 20, 10, 23, 779511, tzinfo=datetime.timezone.utc)}
2024-12-09 14:10:23.779 | DEBUG    | basic_memory.repository:create:71 - Filtered data for valid columns: {'entity_id': '20241209-two_way_sync_design', 'content': 'Potential approaches: continuous file watching vs check-on-access pattern', 'context': None, 'created_at': datetime.datetime(2024, 12, 9, 20, 10, 23, 779511, tzinfo=datetime.timezone.utc)}
2024-12-09 14:10:23.780 | DEBUG    | basic_memory.repository:create:77 - Created Observation: 14
2024-12-09 14:10:23.780 | DEBUG    | basic_memory.repository:create:68 - Creating Observation with data: {'entity_id': '20241209-two_way_sync_design', 'content': "Need to respect 'filesystem is source of truth' principle while maintaining performant index", 'context': None, 'created_at': datetime.datetime(2024, 12, 9, 20, 10, 23, 780911, tzinfo=datetime.timezone.utc)}
2024-12-09 14:10:23.780 | DEBUG    | basic_memory.repository:create:71 - Filtered data for valid columns: {'entity_id': '20241209-two_way_sync_design', 'content': "Need to respect 'filesystem is source of truth' principle while maintaining performant index", 'context': None, 'created_at': datetime.datetime(2024, 12, 9, 20, 10, 23, 780911, tzinfo=datetime.timezone.utc)}
2024-12-09 14:10:23.781 | DEBUG    | basic_memory.repository:create:77 - Created Observation: 15
2024-12-09 14:10:23.782 | DEBUG    | basic_memory.repository:create:68 - Creating Observation with data: {'entity_id': '20241209-two_way_sync_design', 'content': 'Consider write-through pattern: tools must write files before updating DB', 'context': None, 'created_at': datetime.datetime(2024, 12, 9, 20, 10, 23, 782345, tzinfo=datetime.timezone.utc)}
2024-12-09 14:10:23.782 | DEBUG    | basic_memory.repository:create:71 - Filtered data for valid columns: {'entity_id': '20241209-two_way_sync_design', 'content': 'Consider write-through pattern: tools must write files before updating DB', 'context': None, 'created_at': datetime.datetime(2024, 12, 9, 20, 10, 23, 782345, tzinfo=datetime.timezone.utc)}
2024-12-09 14:10:23.783 | DEBUG    | basic_memory.repository:create:77 - Created Observation: 16
2024-12-09 14:10:23.783 | DEBUG    | basic_memory.repository:create:68 - Creating Observation with data: {'entity_id': '20241209-two_way_sync_design', 'content': 'File modification times could provide efficient change detection', 'context': None, 'created_at': datetime.datetime(2024, 12, 9, 20, 10, 23, 783669, tzinfo=datetime.timezone.utc)}
2024-12-09 14:10:23.783 | DEBUG    | basic_memory.repository:create:71 - Filtered data for valid columns: {'entity_id': '20241209-two_way_sync_design', 'content': 'File modification times could provide efficient change detection', 'context': None, 'created_at': datetime.datetime(2024, 12, 9, 20, 10, 23, 783669, tzinfo=datetime.timezone.utc)}
2024-12-09 14:10:23.784 | DEBUG    | basic_memory.repository:create:77 - Created Observation: 17
2024-12-09 14:10:23.784 | DEBUG    | basic_memory.repository:create:68 - Creating Observation with data: {'entity_id': '20241209-two_way_sync_design', 'content': 'Could implement optimistic locking using file timestamps', 'context': None, 'created_at': datetime.datetime(2024, 12, 9, 20, 10, 23, 784815, tzinfo=datetime.timezone.utc)}
2024-12-09 14:10:23.784 | DEBUG    | basic_memory.repository:create:71 - Filtered data for valid columns: {'entity_id': '20241209-two_way_sync_design', 'content': 'Could implement optimistic locking using file timestamps', 'context': None, 'created_at': datetime.datetime(2024, 12, 9, 20, 10, 23, 784815, tzinfo=datetime.timezone.utc)}
2024-12-09 14:10:23.785 | DEBUG    | basic_memory.repository:create:77 - Created Observation: 18
2024-12-09 14:10:23.785 | DEBUG    | basic_memory.repository:create:68 - Creating Observation with data: {'entity_id': '20241209-two_way_sync_design', 'content': 'Index rebuild should be incremental when possible', 'context': None, 'created_at': datetime.datetime(2024, 12, 9, 20, 10, 23, 785814, tzinfo=datetime.timezone.utc)}
2024-12-09 14:10:23.785 | DEBUG    | basic_memory.repository:create:71 - Filtered data for valid columns: {'entity_id': '20241209-two_way_sync_design', 'content': 'Index rebuild should be incremental when possible', 'context': None, 'created_at': datetime.datetime(2024, 12, 9, 20, 10, 23, 785814, tzinfo=datetime.timezone.utc)}
2024-12-09 14:10:23.786 | DEBUG    | basic_memory.repository:create:77 - Created Observation: 19
2024-12-09 14:10:23.786 | DEBUG    | basic_memory.repository:create:68 - Creating Observation with data: {'entity_id': '20241209-two_way_sync_design', 'content': 'Need to consider concurrent edit scenarios between tools and manual edits', 'context': None, 'created_at': datetime.datetime(2024, 12, 9, 20, 10, 23, 786728, tzinfo=datetime.timezone.utc)}
2024-12-09 14:10:23.786 | DEBUG    | basic_memory.repository:create:71 - Filtered data for valid columns: {'entity_id': '20241209-two_way_sync_design', 'content': 'Need to consider concurrent edit scenarios between tools and manual edits', 'context': None, 'created_at': datetime.datetime(2024, 12, 9, 20, 10, 23, 786728, tzinfo=datetime.timezone.utc)}
2024-12-09 14:10:23.787 | DEBUG    | basic_memory.repository:create:77 - Created Observation: 20
2024-12-09 14:10:23.792 | DEBUG    | basic_memory.services.memory_service:create_entity_in_db:56 - Added 8 observations to 20241209-two_way_sync_design
2024-12-09 14:10:23.792 | DEBUG    | basic_memory.services.memory_service:create_entity_in_db:61 - Added 0 relations for 20241209-two_way_sync_design
2024-12-09 14:10:23.792 | DEBUG    | basic_memory.services.entity_service:get_entity:65 - Getting entity by ID: 20241209-two_way_sync_design
2024-12-09 14:10:23.792 | DEBUG    | basic_memory.repository.entity_repository:find_by_id:21 - Finding entity by ID: 20241209-two_way_sync_design
2024-12-09 14:10:23.793 | DEBUG    | basic_memory.repository.entity_repository:find_by_id:28 - Found base entity: 20241209-two_way_sync_design
2024-12-09 14:10:23.793 | DEBUG    | basic_memory.repository:refresh:26 - Refreshing Entity instance: 20241209-two_way_sync_design
2024-12-09 14:10:23.795 | DEBUG    | basic_memory.repository:refresh:29 - Refreshed relationships: ['observations', 'outgoing_relations', 'incoming_relations']
2024-12-09 14:10:23.795 | DEBUG    | basic_memory.repository.entity_repository:find_by_id:32 - Refreshed entity relationships: 20241209-two_way_sync_design
2024-12-09 14:10:23.795 | DEBUG    | basic_memory.services.entity_service:get_entity:72 - Found entity: 20241209-two_way_sync_design
2024-12-09 14:10:23.795 | DEBUG    | basic_memory.services.memory_service:create_entity_in_db:65 - Retrieved final entity state: Entity(id='20241209-two_way_sync_design', name='Two_Way_Sync_Design', type='Design')
2024-12-09 14:10:23.795 | DEBUG    | basic_memory.services.memory_service:create_entities:75 - Successfully created 1 entities in DB
2024-12-09 14:10:23.795 | DEBUG    | __main__:handle_create_entities:76 - Created 1 entities
2024-12-09 14:10:23.796 | DEBUG    | __main__:handle_create_entities:80 - Formatted create_entities response
2024-12-09 14:10:23.796 | DEBUG    | __main__:create_response:51 - Creating MCP response from CreateEntitiesResponse
2024-12-09 14:10:23.796 | DEBUG    | __main__:create_response:60 - Created response: type='resource' resource=TextResourceContents(uri=AnyUrl('basic-memory://response'), mimeType='application/vnd.basic-memory+json', text='{"entities":[{"id":"20241209-two_way_sync_design","name":"Two_Way_Sync_Design","entity_type":"Design","observations":[{"content":"Core challenge: Keep markdown files and SQLite index in sync with bi-directional edits","context":null,"id":13},{"content":"Potential approaches: continuous file watching vs check-on-access pattern","context":null,"id":14},{"content":"Need to respect \'filesystem is source of truth\' principle while maintaining performant index","context":null,"id":15},{"content":"Consider write-through pattern: tools must write files before updating DB","context":null,"id":16},{"content":"File modification times could provide efficient change detection","context":null,"id":17},{"content":"Could implement optimistic locking using file timestamps","context":null,"id":18},{"content":"Index rebuild should be incremental when possible","context":null,"id":19},{"content":"Need to consider concurrent edit scenarios between tools and manual edits","context":null,"id":20}],"relations":[]}]}')
2024-12-09 14:10:23.796 | DEBUG    | __main__:handle_call_tool:269 - Tool create_entities completed successfully
2024-12-09 14:10:28.099 | DEBUG    | __main__:handle_call_tool:260 - Handling tool call: create_relations with args: {'relations': [{'fromId': '20241209-two_way_sync_design', 'toId': '20241209-basic_memory', 'relationType': 'enhances'}]}
2024-12-09 14:10:28.102 | DEBUG    | basic_memory.repository:__init__:21 - Initialized EntityRepository for Entity
2024-12-09 14:10:28.102 | DEBUG    | basic_memory.repository:__init__:22 - Valid columns: ['id', 'name', 'entity_type', 'description', 'references', 'created_at', 'updated_at']
2024-12-09 14:10:28.102 | DEBUG    | basic_memory.repository.entity_repository:__init__:17 - Initialized EntityRepository
2024-12-09 14:10:28.102 | DEBUG    | basic_memory.repository:__init__:21 - Initialized ObservationRepository for Observation
2024-12-09 14:10:28.102 | DEBUG    | basic_memory.repository:__init__:22 - Valid columns: ['id', 'entity_id', 'content', 'created_at', 'context']
2024-12-09 14:10:28.102 | DEBUG    | basic_memory.repository:__init__:21 - Initialized RelationRepository for Relation
2024-12-09 14:10:28.102 | DEBUG    | basic_memory.repository:__init__:22 - Valid columns: ['id', 'from_id', 'to_id', 'relation_type', 'created_at', 'context']
2024-12-09 14:10:28.102 | DEBUG    | basic_memory.services.entity_service:__init__:23 - Initialized EntityService with path: /Users/phernandez/.basic-memory/projects/default
2024-12-09 14:10:28.102 | DEBUG    | basic_memory.services.memory_service:__init__:30 - Initialized MemoryService with path: /Users/phernandez/.basic-memory/projects/default
2024-12-09 14:10:28.102 | DEBUG    | __main__:handle_create_relations:141 - Creating relations: {'relations': [{'fromId': '20241209-two_way_sync_design', 'toId': '20241209-basic_memory', 'relationType': 'enhances'}]}
2024-12-09 14:10:28.102 | DEBUG    | __main__:handle_create_relations:143 - Creating 1 relations
2024-12-09 14:10:28.102 | DEBUG    | basic_memory.services.memory_service:create_relations:83 - Creating 1 relations
2024-12-09 14:10:28.102 | DEBUG    | basic_memory.services.memory_service:create_relations:87 - Processing relation: 20241209-two_way_sync_design -> 20241209-basic_memory
2024-12-09 14:10:28.103 | DEBUG    | basic_memory.services.memory_service:create_relations:92 - Read entities for relation: 20241209-two_way_sync_design, 20241209-basic_memory
2024-12-09 14:10:28.103 | DEBUG    | basic_memory.services.memory_service:create_relations:98 - Added relation to source entity: 20241209-two_way_sync_design
2024-12-09 14:10:28.103 | DEBUG    | basic_memory.services.memory_service:create_relations:101 - Writing updated entity files
2024-12-09 14:10:28.104 | DEBUG    | basic_memory.services.memory_service:create_relations:106 - Wrote updated entity files
2024-12-09 14:10:28.104 | DEBUG    | basic_memory.repository:create:68 - Creating Relation with data: {'from_id': '20241209-two_way_sync_design', 'to_id': '20241209-basic_memory', 'relation_type': 'enhances', 'context': None, 'created_at': datetime.datetime(2024, 12, 9, 20, 10, 28, 104944, tzinfo=datetime.timezone.utc)}
2024-12-09 14:10:28.104 | DEBUG    | basic_memory.repository:create:71 - Filtered data for valid columns: {'from_id': '20241209-two_way_sync_design', 'to_id': '20241209-basic_memory', 'relation_type': 'enhances', 'context': None, 'created_at': datetime.datetime(2024, 12, 9, 20, 10, 28, 104944, tzinfo=datetime.timezone.utc)}
2024-12-09 14:10:28.106 | DEBUG    | basic_memory.repository:create:77 - Created Relation: 2
2024-12-09 14:10:28.106 | DEBUG    | basic_memory.services.memory_service:create_relations:111 - Created relation in DB: 2
2024-12-09 14:10:28.106 | DEBUG    | basic_memory.services.memory_service:create_relations:116 - Successfully created 1 relations
2024-12-09 14:10:28.106 | DEBUG    | __main__:handle_create_relations:147 - Created 1 relations
2024-12-09 14:10:28.106 | DEBUG    | __main__:create_response:51 - Creating MCP response from CreateRelationsResponse
2024-12-09 14:10:28.107 | DEBUG    | __main__:create_response:60 - Created response: type='resource' resource=TextResourceContents(uri=AnyUrl('basic-memory://response'), mimeType='application/vnd.basic-memory+json', text='{"relations":[{"id":2,"from_id":"20241209-two_way_sync_design","to_id":"20241209-basic_memory","relation_type":"enhances","context":null}]}')
2024-12-09 14:10:28.107 | DEBUG    | __main__:handle_call_tool:269 - Tool create_relations completed successfully
